STRUCTURE_NAME,Sex_M/F,Health_Status,Health status,Year,Value
Health status,F,G,Good/very good health,2015,68.5
Health status,F,G,Good/very good health,2014,71
Health status,F,G,Good/very good health,2023,83.9
Health status,F,G,Good/very good health,2022,80.8
Health status,F,G,Good/very good health,2021,84
Health status,F,G,Good/very good health,2020,85.5
Health status,F,G,Good/very good health,2019,83.5
Health status,F,G,Good/very good health,2018,79.8
Health status,F,G,Good/very good health,2017,82.4
Health status,F,G,Good/very good health,2016,82.5
Health status,F,G,Good/very good health,2015,82.1
Health status,F,G,Good/very good health,2014,85.1
Health status,F,G,Good/very good health,2023,71.6
Health status,F,G,Good/very good health,2022,73.7
Health status,F,G,Good/very good health,2021,75
Health status,F,G,Good/very good health,2020,72.1
Health status,F,G,Good/very good health,2019,70.5
Health status,F,G,Good/very good health,2018,69.6
Health status,F,G,Good/very good health,2017,74.7
Health status,F,G,Good/very good health,2016,70.7
Health status,F,G,Good/very good health,2015,73.2
Health status,F,G,Good/very good health,2014,74.7
Health status,M,G,Good/very good health,2023,81.9
Health status,M,G,Good/very good health,2022,81.4
Health status,F,F,"Fair (not good, not bad) health",2020,18.4
Health status,F,F,"Fair (not good, not bad) health",2019,19.8
Health status,F,F,"Fair (not good, not bad) health",2018,21.8
Health status,F,F,"Fair (not good, not bad) health",2017,20.6
Health status,F,F,"Fair (not good, not bad) health",2016,22.2
Health status,F,F,"Fair (not good, not bad) health",2015,21.9
Health status,F,F,"Fair (not good, not bad) health",2014,20
Health status,M,G,Good/very good health,2023,74.1
Health status,M,G,Good/very good health,2022,72.5
Health status,M,G,Good/very good health,2021,78.7
Health status,M,G,Good/very good health,2020,75.1
Health status,M,G,Good/very good health,2019,73.6
Health status,M,G,Good/very good health,2018,71.2
Health status,M,G,Good/very good health,2017,73.8
Health status,M,G,Good/very good health,2016,71.5
Health status,M,G,Good/very good health,2015,72.4
Health status,M,G,Good/very good health,2014,76.6
Health status,M,G,Good/very good health,2023,58.2
Health status,M,G,Good/very good health,2022,68
Health status,M,G,Good/very good health,2021,67.6
Health status,M,G,Good/very good health,2020,65
Health status,M,G,Good/very good health,2019,63.2
Health status,M,G,Good/very good health,2018,62.5
Health status,M,G,Good/very good health,2017,62.7
Health status,M,G,Good/very good health,2016,63.3
Health status,M,G,Good/very good health,2015,65.5
Health status,M,G,Good/very good health,2014,66.9
Health status,F,B,Bad/very bad health,2023,5.9
Health status,F,B,Bad/very bad health,2022,6.5
Health status,F,B,Bad/very bad health,2021,7.1
Health status,F,B,Bad/very bad health,2020,9.1
Health status,F,B,Bad/very bad health,2019,10.1
Health status,F,B,Bad/very bad health,2018,11.7
Health status,F,B,Bad/very bad health,2017,9.9
Health status,F,B,Bad/very bad health,2016,11.1
Health status,F,B,Bad/very bad health,2015,9.6
Health status,F,B,Bad/very bad health,2014,9
Health status,M,F,"Fair (not good, not bad) health",2023,20.6
Health status,M,F,"Fair (not good, not bad) health",2022,19.4
Health status,M,F,"Fair (not good, not bad) health",2021,16.8
Health status,M,F,"Fair (not good, not bad) health",2020,19.1
Health status,M,F,"Fair (not good, not bad) health",2019,18.7
Health status,M,F,"Fair (not good, not bad) health",2018,20.5
Health status,M,F,"Fair (not good, not bad) health",2017,18.8
Health status,M,F,"Fair (not good, not bad) health",2016,20.4
Health status,M,F,"Fair (not good, not bad) health",2015,19.9
Health status,M,F,"Fair (not good, not bad) health",2014,17.9
Health status,F,G,Good/very good health,2023,56.2
Health status,F,G,Good/very good health,2022,56.1
Health status,F,G,Good/very good health,2021,56.8
Health status,F,G,Good/very good health,2020,57.5
Health status,F,G,Good/very good health,2019,54.7
Health status,F,G,Good/very good health,2018,51.6
Health status,F,G,Good/very good health,2017,54.9
Health status,F,G,Good/very good health,2016,51.8
Health status,F,G,Good/very good health,2015,56.8
Health status,F,G,Good/very good health,2014,60.5
Health status,F,G,Good/very good health,2023,73.9
Health status,F,G,Good/very good health,2022,73
Health status,F,G,Good/very good health,2021,74.3
Health status,M,B,Bad/very bad health,2023,5.1
Health status,M,B,Bad/very bad health,2022,4.9
Health status,M,B,Bad/very bad health,2021,4.8
Health status,M,B,Bad/very bad health,2020,6.5
Health status,M,B,Bad/very bad health,2019,7.9
Health status,M,B,Bad/very bad health,2018,8.7
Health status,M,B,Bad/very bad health,2017,8.6
Health status,M,B,Bad/very bad health,2016,8
Health status,M,B,Bad/very bad health,2015,7.8
Health status,M,B,Bad/very bad health,2014,7.6
Health status,M,G,Good/very good health,2022,72.9
Health status,M,G,Good/very good health,2021,72.8
Health status,M,G,Good/very good health,2018,84.2
Health status,M,G,Good/very good health,2017,85.7
Health status,M,G,Good/very good health,2016,84.1
Health status,M,G,Good/very good health,2015,85.9
Health status,M,G,Good/very good health,2014,86.1
Health status,F,B,Bad/very bad health,2021,5.1
Health status,F,B,Bad/very bad health,2020,4.4
Health status,F,B,Bad/very bad health,2019,6.2
Health status,F,B,Bad/very bad health,2018,5
Health status,F,B,Bad/very bad health,2017,5.3
Health status,F,B,Bad/very bad health,2016,5.6
Health status,F,B,Bad/very bad health,2015,5.8
Health status,F,B,Bad/very bad health,2014,6
Health status,M,G,Good/very good health,2023,79.3
Health status,M,G,Good/very good health,2022,80.1
Health status,M,G,Good/very good health,2021,82.2
Health status,M,G,Good/very good health,2020,87.1
Health status,M,G,Good/very good health,2019,84.1
Health status,F,G,Good/very good health,2020,76.3
Health status,F,G,Good/very good health,2019,73.2
Health status,F,G,Good/very good health,2018,73.9
Health status,F,G,Good/very good health,2017,71.8
Health status,F,G,Good/very good health,2016,74.5
Health status,F,G,Good/very good health,2015,73.8
Health status,F,G,Good/very good health,2014,76.2
Health status,F,G,Good/very good health,2023,67.5
Health status,F,G,Good/very good health,2022,68.9
Health status,F,G,Good/very good health,2021,72.5
Health status,F,G,Good/very good health,2020,75.6
Health status,F,G,Good/very good health,2019,72.5
Health status,F,G,Good/very good health,2018,73.1
Health status,F,G,Good/very good health,2017,73.2
Health status,F,G,Good/very good health,2016,73.2
Health status,F,G,Good/very good health,2015,72.6
Health status,F,G,Good/very good health,2014,74.2
Health status,M,B,Bad/very bad health,2023,5.9
Health status,M,B,Bad/very bad health,2022,5.1
Health status,M,B,Bad/very bad health,2021,5.4
Health status,M,B,Bad/very bad health,2020,4.5
Health status,M,B,Bad/very bad health,2019,4.8
Health status,M,B,Bad/very bad health,2018,4.4
Health status,M,B,Bad/very bad health,2017,3.9
Health status,M,B,Bad/very bad health,2016,4.2
Health status,M,B,Bad/very bad health,2015,4.6
Health status,M,B,Bad/very bad health,2014,4.9
Health status,F,B,Bad/very bad health,2023,7
Health status,F,B,Bad/very bad health,2022,5.6
Health status,M,G,Good/very good health,2020,78.4
Health status,M,G,Good/very good health,2019,75.6
Health status,M,G,Good/very good health,2018,76.9
Health status,M,G,Good/very good health,2017,77.5
Health status,M,G,Good/very good health,2016,77.4
Health status,M,G,Good/very good health,2015,79.7
Health status,M,G,Good/very good health,2014,80.5
Health status,F,G,Good/very good health,2023,53.1
Health status,F,G,Good/very good health,2022,55.5
Health status,F,G,Good/very good health,2021,58.5
Health status,F,G,Good/very good health,2020,63.3
Health status,F,G,Good/very good health,2019,59.7
Health status,F,G,Good/very good health,2018,60.2
Health status,F,G,Good/very good health,2017,63.1
Health status,F,G,Good/very good health,2016,61.5
Health status,F,G,Good/very good health,2015,57.9
Health status,F,G,Good/very good health,2014,59.6
Health status,M,F,"Fair (not good, not bad) health",2023,21.9
Health status,M,F,"Fair (not good, not bad) health",2022,21.3
Health status,M,F,"Fair (not good, not bad) health",2021,20.9
Health status,M,F,"Fair (not good, not bad) health",2020,15.2
Health status,M,F,"Fair (not good, not bad) health",2019,18.1
Health status,M,F,"Fair (not good, not bad) health",2018,17.4
Health status,M,F,"Fair (not good, not bad) health",2017,17.1
Health status,M,F,"Fair (not good, not bad) health",2016,17.1
Health status,M,F,"Fair (not good, not bad) health",2015,15.3
Health status,M,F,"Fair (not good, not bad) health",2014,14.6
Health status,M,G,Good/very good health,2023,72.2
Health status,M,G,Good/very good health,2022,73.6
Health status,M,G,Good/very good health,2021,73.7
Health status,M,G,Good/very good health,2020,80.3
Health status,M,G,Good/very good health,2019,77.1
Health status,M,G,Good/very good health,2018,78.2
Health status,M,G,Good/very good health,2017,79
Health status,M,G,Good/very good health,2016,78.6
Health status,M,G,Good/very good health,2015,80.1
Health status,M,G,Good/very good health,2014,80.5
Health status,F,F,"Fair (not good, not bad) health",2023,25.4
Health status,F,F,"Fair (not good, not bad) health",2022,25.5
Health status,F,F,"Fair (not good, not bad) health",2021,22.4
Health status,F,F,"Fair (not good, not bad) health",2020,19.9
Health status,F,F,"Fair (not good, not bad) health",2019,21.3
Health status,F,F,"Fair (not good, not bad) health",2018,21.9
Health status,F,F,"Fair (not good, not bad) health",2017,21.5
Health status,F,F,"Fair (not good, not bad) health",2016,21.2
Health status,F,F,"Fair (not good, not bad) health",2015,21.6
Health status,F,F,"Fair (not good, not bad) health",2014,19.8
Health status,M,G,Good/very good health,2023,61.8
Health status,M,G,Good/very good health,2022,63.9
Health status,M,G,Good/very good health,2021,63.1
Health status,M,G,Good/very good health,2020,73.1
Health status,M,G,Good/very good health,2019,68.6
Health status,M,G,Good/very good health,2018,71.4
Health status,M,G,Good/very good health,2017,71
Health status,M,G,Good/very good health,2016,72
Health status,M,G,Good/very good health,2015,70.6
Health status,M,G,Good/very good health,2014,71.4
Health status,F,G,Good/very good health,2023,65.8
Health status,F,G,Good/very good health,2022,69.8
Health status,F,G,Good/very good health,2021,73.9
Health status,F,G,Good/very good health,2023,77.1
Health status,F,G,Good/very good health,2022,77.9
Health status,F,G,Good/very good health,2021,81.5
Health status,F,G,Good/very good health,2020,84.2
Health status,F,G,Good/very good health,2019,82.5
Health status,F,G,Good/very good health,2018,82.7
Health status,F,G,Good/very good health,2017,84.6
Health status,F,G,Good/very good health,2016,83.5
Health status,F,G,Good/very good health,2015,85
Health status,F,G,Good/very good health,2014,85.9
Health status,F,G,Good/very good health,2022,87.3
Health status,F,G,Good/very good health,2021,86.5
Health status,F,G,Good/very good health,2018,83.6
Health status,F,G,Good/very good health,2017,85.7
Health status,F,G,Good/very good health,2016,84.1
Health status,F,G,Good/very good health,2015,85.9
Health status,F,G,Good/very good health,2014,88.5
Health status,M,G,Good/very good health,2021,91.1
Health status,M,G,Good/very good health,2020,89.9
Health status,M,G,Good/very good health,2019,90.4
Health status,M,G,Good/very good health,2018,91.3
Health status,M,G,Good/very good health,2017,89.8
Health status,M,G,Good/very good health,2016,91.3
Health status,M,G,Good/very good health,2015,91.7
Health status,M,G,Good/very good health,2014,94
Health status,F,G,Good/very good health,2023,82.8
Health status,F,G,Good/very good health,2022,82.4
Health status,F,G,Good/very good health,2021,83.2
Health status,F,G,Good/very good health,2020,82.2
Health status,F,G,Good/very good health,2019,82.4
Health status,M,B,Bad/very bad health,2020,2.3
Health status,M,B,Bad/very bad health,2019,2.1
Health status,M,B,Bad/very bad health,2018,2.1
Health status,M,B,Bad/very bad health,2017,2.2
Health status,M,B,Bad/very bad health,2016,2
Health status,M,B,Bad/very bad health,2015,2.4
Health status,M,B,Bad/very bad health,2014,1.7
Health status,M,G,Good/very good health,2023,82.1
Health status,M,G,Good/very good health,2022,83.9
Health status,M,G,Good/very good health,2021,83.7
Health status,M,G,Good/very good health,2020,81.4
Health status,M,G,Good/very good health,2019,81.2
Health status,M,G,Good/very good health,2018,82.6
Health status,M,G,Good/very good health,2017,84
Health status,M,G,Good/very good health,2016,83.1
Health status,M,G,Good/very good health,2015,85.3
Health status,M,G,Good/very good health,2014,85.9
Health status,F,G,Good/very good health,2023,85.2
Health status,F,G,Good/very good health,2022,87.7
Health status,F,G,Good/very good health,2021,87.5
Health status,F,G,Good/very good health,2020,87.6
Health status,F,G,Good/very good health,2019,85.2
Health status,F,G,Good/very good health,2018,86.9
Health status,F,G,Good/very good health,2017,88.3
Health status,F,G,Good/very good health,2016,87.4
Health status,F,G,Good/very good health,2015,88.6
Health status,F,G,Good/very good health,2014,91.5
Health status,M,G,Good/very good health,2023,90
Health status,M,G,Good/very good health,2022,90.2
Health status,F,G,Good/very good health,2020,86.8
Health status,F,G,Good/very good health,2019,81.8
Health status,F,G,Good/very good health,2018,85.8
Health status,F,G,Good/very good health,2017,86.3
Health status,F,G,Good/very good health,2016,86.5
Health status,F,G,Good/very good health,2015,88.2
Health status,F,G,Good/very good health,2014,91.4
Health status,M,F,"Fair (not good, not bad) health",2023,10
Health status,M,F,"Fair (not good, not bad) health",2022,9.9
Health status,M,F,"Fair (not good, not bad) health",2021,9.5
Health status,M,F,"Fair (not good, not bad) health",2020,11.3
Health status,M,F,"Fair (not good, not bad) health",2019,10.9
Health status,M,F,"Fair (not good, not bad) health",2018,9.9
Health status,M,F,"Fair (not good, not bad) health",2017,9.8
Health status,M,F,"Fair (not good, not bad) health",2016,10.1
Health status,M,F,"Fair (not good, not bad) health",2015,8.5
Health status,M,F,"Fair (not good, not bad) health",2014,7
Health status,M,G,Good/very good health,2023,87.2
Health status,M,G,Good/very good health,2022,88.3
Health status,M,G,Good/very good health,2021,88.6
Health status,M,G,Good/very good health,2020,86.5
Health status,M,G,Good/very good health,2019,87
Health status,M,G,Good/very good health,2018,88
Health status,M,G,Good/very good health,2017,88
Health status,M,G,Good/very good health,2016,87.9
Health status,M,G,Good/very good health,2015,89.1
Health status,M,G,Good/very good health,2014,91.3
Health status,M,G,Good/very good health,2023,86.5
Health status,M,G,Good/very good health,2022,88.1
Health status,M,G,Good/very good health,2021,88.2
Health status,M,G,Good/very good health,2020,85.6
Health status,M,G,Good/very good health,2019,86.6
Health status,M,G,Good/very good health,2018,87.8
Health status,M,G,Good/very good health,2017,88.4
Health status,M,G,Good/very good health,2016,88
Health status,M,G,Good/very good health,2015,89.5
Health status,M,G,Good/very good health,2014,92.4
Health status,F,F,"Fair (not good, not bad) health",2023,11.7
Health status,F,F,"Fair (not good, not bad) health",2022,10
Health status,F,F,"Fair (not good, not bad) health",2021,10.3
Health status,F,F,"Fair (not good, not bad) health",2020,9.9
Health status,F,F,"Fair (not good, not bad) health",2019,11.6
Health status,F,F,"Fair (not good, not bad) health",2018,10.4
Health status,F,F,"Fair (not good, not bad) health",2017,9.3
Health status,F,F,"Fair (not good, not bad) health",2016,9.6
Health status,F,F,"Fair (not good, not bad) health",2015,9
Health status,F,F,"Fair (not good, not bad) health",2014,6.9
Health status,F,G,Good/very good health,2023,88.4
Health status,F,G,Good/very good health,2022,90.1
Health status,F,G,Good/very good health,2021,90.3
Health status,F,G,Good/very good health,2020,91
Health status,F,G,Good/very good health,2019,90.4
Health status,F,G,Good/very good health,2018,90
Health status,F,G,Good/very good health,2017,92.3
Health status,F,G,Good/very good health,2016,91.1
Health status,F,G,Good/very good health,2015,91.2
Health status,F,G,Good/very good health,2014,94.2
Health status,M,B,Bad/very bad health,2023,2.8
Health status,M,B,Bad/very bad health,2022,1.9
Health status,M,B,Bad/very bad health,2021,2
Health status,F,B,Bad/very bad health,2023,3.1
Health status,F,B,Bad/very bad health,2022,2.3
Health status,F,B,Bad/very bad health,2021,2.2
Health status,F,B,Bad/very bad health,2020,2.4
Health status,F,B,Bad/very bad health,2019,3.2
Health status,F,B,Bad/very bad health,2018,2.7
Health status,F,B,Bad/very bad health,2017,2.4
Health status,F,B,Bad/very bad health,2016,2.9
Health status,F,B,Bad/very bad health,2015,2.4
Health status,F,B,Bad/very bad health,2014,1.7
Health status,F,G,Good/very good health,2022,67.3
Health status,F,G,Good/very good health,2021,70.8
Health status,F,B,Bad/very bad health,2018,9.1
Health status,F,B,Bad/very bad health,2017,8.5
Health status,F,B,Bad/very bad health,2016,9.4
Health status,F,B,Bad/very bad health,2015,7.9
Health status,F,B,Bad/very bad health,2014,7.9
Health status,M,G,Good/very good health,2021,74.9
Health status,M,G,Good/very good health,2020,73.5
Health status,M,G,Good/very good health,2019,72.7
Health status,M,G,Good/very good health,2018,77.5
Health status,M,G,Good/very good health,2017,78.3
Health status,M,G,Good/very good health,2016,77.4
Health status,M,G,Good/very good health,2015,79.1
Health status,M,G,Good/very good health,2014,76.3
Health status,F,B,Bad/very bad health,2023,11
Health status,F,B,Bad/very bad health,2022,11
Health status,F,B,Bad/very bad health,2021,10
Health status,F,B,Bad/very bad health,2020,11.3
Health status,F,B,Bad/very bad health,2019,11.2
Health status,F,G,Good/very good health,2020,82.5
Health status,F,G,Good/very good health,2019,80
Health status,F,G,Good/very good health,2018,84.8
Health status,F,G,Good/very good health,2017,84.8
Health status,F,G,Good/very good health,2016,84.9
Health status,F,G,Good/very good health,2015,86.5
Health status,F,G,Good/very good health,2014,85
Health status,M,G,Good/very good health,2023,84.8
Health status,M,G,Good/very good health,2022,83.2
Health status,M,G,Good/very good health,2021,83.8
Health status,M,G,Good/very good health,2020,84.8
Health status,M,G,Good/very good health,2019,82.1
Health status,M,G,Good/very good health,2018,85.1
Health status,M,G,Good/very good health,2017,86.5
Health status,M,G,Good/very good health,2016,86.2
Health status,M,G,Good/very good health,2015,88.2
Health status,M,G,Good/very good health,2014,87.3
Health status,F,G,Good/very good health,2023,72
Health status,F,G,Good/very good health,2022,71
Health status,F,G,Good/very good health,2021,72
Health status,F,G,Good/very good health,2020,72.1
Health status,F,G,Good/very good health,2019,70.8
Health status,F,G,Good/very good health,2018,74.3
Health status,F,G,Good/very good health,2017,76.2
Health status,F,G,Good/very good health,2016,75.2
Health status,F,G,Good/very good health,2015,76.5
Health status,F,G,Good/very good health,2014,77
Health status,M,G,Good/very good health,2023,73.4
Health status,M,G,Good/very good health,2022,74.2
Health status,F,G,Good/very good health,2020,68.9
Health status,F,G,Good/very good health,2019,67.5
Health status,F,G,Good/very good health,2018,71.8
Health status,F,G,Good/very good health,2017,73.4
Health status,F,G,Good/very good health,2016,74.3
Health status,F,G,Good/very good health,2015,73.7
Health status,F,G,Good/very good health,2014,73.9
Health status,F,F,"Fair (not good, not bad) health",2023,17
Health status,F,F,"Fair (not good, not bad) health",2022,18
Health status,F,F,"Fair (not good, not bad) health",2021,18
Health status,F,F,"Fair (not good, not bad) health",2020,16.6
Health status,F,F,"Fair (not good, not bad) health",2019,18
Health status,F,F,"Fair (not good, not bad) health",2018,16.6
Health status,F,F,"Fair (not good, not bad) health",2017,15.3
Health status,F,F,"Fair (not good, not bad) health",2016,15.5
Health status,F,F,"Fair (not good, not bad) health",2015,15.6
Health status,F,F,"Fair (not good, not bad) health",2014,15.1
Health status,M,F,"Fair (not good, not bad) health",2023,16
Health status,M,F,"Fair (not good, not bad) health",2022,16
Health status,M,F,"Fair (not good, not bad) health",2021,15
Health status,M,F,"Fair (not good, not bad) health",2020,16.3
Health status,M,F,"Fair (not good, not bad) health",2019,17.3
Health status,M,F,"Fair (not good, not bad) health",2018,14.8
Health status,M,F,"Fair (not good, not bad) health",2017,15.3
Health status,M,F,"Fair (not good, not bad) health",2016,14.8
Health status,M,F,"Fair (not good, not bad) health",2015,14.9
Health status,M,F,"Fair (not good, not bad) health",2014,14.2
Health status,M,B,Bad/very bad health,2023,8
Health status,M,B,Bad/very bad health,2022,7
Health status,M,B,Bad/very bad health,2021,8
Health status,M,B,Bad/very bad health,2020,6.8
Health status,M,B,Bad/very bad health,2019,8
Health status,M,B,Bad/very bad health,2018,6.4
Health status,M,B,Bad/very bad health,2017,6
Health status,M,B,Bad/very bad health,2016,6.1
Health status,M,B,Bad/very bad health,2015,4.9
Health status,M,B,Bad/very bad health,2014,5.9
Health status,F,G,Good/very good health,2023,63.6
Health status,F,G,Good/very good health,2022,57.8
Health status,F,G,Good/very good health,2021,59.9
Health status,F,G,Good/very good health,2020,61.7
Health status,F,G,Good/very good health,2019,62.7
Health status,F,G,Good/very good health,2018,60.7
Health status,F,G,Good/very good health,2017,66.8
Health status,F,G,Good/very good health,2016,64.5
Health status,F,G,Good/very good health,2015,68.2
Health status,F,G,Good/very good health,2014,66.7
Health status,M,G,Good/very good health,2023,76
Health status,M,G,Good/very good health,2022,77
Health status,M,G,Good/very good health,2021,77
Health status,M,G,Good/very good health,2020,76.9
Health status,M,G,Good/very good health,2019,74.6
Health status,M,G,Good/very good health,2018,78.8
Health status,M,G,Good/very good health,2017,78.7
Health status,M,G,Good/very good health,2016,79.1
Health status,M,G,Good/very good health,2015,80.2
Health status,M,G,Good/very good health,2014,79.9
Health status,F,G,Good/very good health,2023,80.4
Health status,F,G,Good/very good health,2022,80.6
Health status,F,G,Good/very good health,2021,80.9
Health status,M,G,Good/very good health,2023,67.2
Health status,M,G,Good/very good health,2022,71.8
Health status,M,G,Good/very good health,2021,72.5
Health status,M,G,Good/very good health,2020,73.1
Health status,M,G,Good/very good health,2019,69.3
Health status,M,G,Good/very good health,2018,71.8
Health status,M,G,Good/very good health,2017,69.9
Health status,M,G,Good/very good health,2016,73.7
Health status,M,G,Good/very good health,2015,73.9
Health status,M,G,Good/very good health,2014,74
Health status,M,B,Bad/very bad health,2022,8.8
Health status,M,B,Bad/very bad health,2021,9.5
Health status,M,G,Good/very good health,2018,60
Health status,M,G,Good/very good health,2017,60.9
Health status,M,G,Good/very good health,2016,60.6
Health status,M,G,Good/very good health,2015,60.3
Health status,M,G,Good/very good health,2014,61
Health status,F,G,Good/very good health,2021,80.4
Health status,F,G,Good/very good health,2020,77.8
Health status,F,G,Good/very good health,2019,77.9
Health status,F,G,Good/very good health,2018,78.6
Health status,F,G,Good/very good health,2017,77.6
Health status,F,G,Good/very good health,2016,77.5
Health status,F,G,Good/very good health,2015,77.2
Health status,F,G,Good/very good health,2014,77.8
Health status,M,G,Good/very good health,2023,63.4
Health status,M,G,Good/very good health,2022,63
Health status,M,G,Good/very good health,2021,65.4
Health status,M,G,Good/very good health,2020,62.7
Health status,M,G,Good/very good health,2019,61.1
Health status,F,G,Good/very good health,2020,56.8
Health status,F,G,Good/very good health,2019,54.6
Health status,F,G,Good/very good health,2018,54.7
Health status,F,G,Good/very good health,2017,53.5
Health status,F,G,Good/very good health,2016,54.2
Health status,F,G,Good/very good health,2015,53.6
Health status,F,G,Good/very good health,2014,55
Health status,F,B,Bad/very bad health,2023,10.7
Health status,F,B,Bad/very bad health,2022,10.9
Health status,F,B,Bad/very bad health,2021,10.9
Health status,F,B,Bad/very bad health,2020,11.4
Health status,F,B,Bad/very bad health,2019,13.6
Health status,F,B,Bad/very bad health,2018,13.5
Health status,F,B,Bad/very bad health,2017,14.6
Health status,F,B,Bad/very bad health,2016,14.9
Health status,F,B,Bad/very bad health,2015,15.3
Health status,F,B,Bad/very bad health,2014,14.9
Health status,F,F,"Fair (not good, not bad) health",2023,29.4
Health status,F,F,"Fair (not good, not bad) health",2022,30
Health status,F,F,"Fair (not good, not bad) health",2021,27.7
Health status,F,F,"Fair (not good, not bad) health",2020,29.5
Health status,F,F,"Fair (not good, not bad) health",2019,29.2
Health status,F,F,"Fair (not good, not bad) health",2018,29.7
Health status,F,F,"Fair (not good, not bad) health",2017,29.5
Health status,F,F,"Fair (not good, not bad) health",2016,29.6
Health status,F,F,"Fair (not good, not bad) health",2015,30.1
Health status,F,F,"Fair (not good, not bad) health",2014,29.9
Health status,F,G,Good/very good health,2023,77.2
Health status,F,G,Good/very good health,2022,77.4
Health status,M,B,Bad/very bad health,2020,10.1
Health status,M,B,Bad/very bad health,2019,11.9
Health status,M,B,Bad/very bad health,2018,11.9
Health status,M,B,Bad/very bad health,2017,12.4
Health status,M,B,Bad/very bad health,2016,12.3
Health status,M,B,Bad/very bad health,2015,13.1
Health status,M,B,Bad/very bad health,2014,12.4
Health status,M,G,Good/very good health,2023,80.9
Health status,M,G,Good/very good health,2022,79.9
Health status,M,G,Good/very good health,2021,82.3
Health status,M,G,Good/very good health,2020,78.3
Health status,M,G,Good/very good health,2019,77.5
Health status,M,G,Good/very good health,2018,76.8
Health status,M,G,Good/very good health,2017,77.1
Health status,M,G,Good/very good health,2016,77.1
Health status,M,G,Good/very good health,2015,77.4
Health status,M,G,Good/very good health,2014,77.4
Health status,M,G,Good/very good health,2023,66.1
Health status,M,G,Good/very good health,2022,65.9
Health status,M,G,Good/very good health,2021,67.9
Health status,M,G,Good/very good health,2020,64.6
Health status,M,G,Good/very good health,2019,63
Health status,M,G,Good/very good health,2018,61.8
Health status,M,G,Good/very good health,2017,62.3
Health status,M,G,Good/very good health,2016,61.9
Health status,M,G,Good/very good health,2015,61.5
Health status,M,G,Good/very good health,2014,61.6
Health status,M,F,"Fair (not good, not bad) health",2023,24.7
Health status,M,F,"Fair (not good, not bad) health",2022,25.3
Health status,M,F,"Fair (not good, not bad) health",2021,22.6
Health status,M,F,"Fair (not good, not bad) health",2020,25.3
Health status,M,F,"Fair (not good, not bad) health",2019,25.2
Health status,M,F,"Fair (not good, not bad) health",2018,26.2
Health status,M,F,"Fair (not good, not bad) health",2017,25.3
Health status,M,F,"Fair (not good, not bad) health",2016,25.9
Health status,M,F,"Fair (not good, not bad) health",2015,25.4
Health status,M,F,"Fair (not good, not bad) health",2014,26
Health status,F,G,Good/very good health,2023,36.5
Health status,F,G,Good/very good health,2022,36.3
Health status,F,G,Good/very good health,2021,38.2
Health status,F,G,Good/very good health,2020,35.3
Health status,F,G,Good/very good health,2019,34.2
Health status,F,G,Good/very good health,2018,33.3
Health status,F,G,Good/very good health,2017,34.4
Health status,F,G,Good/very good health,2016,31.7
Health status,F,G,Good/very good health,2015,31.3
Health status,F,G,Good/very good health,2014,30.2
Health status,F,G,Good/very good health,2023,59.9
Health status,F,G,Good/very good health,2022,59.1
Health status,F,G,Good/very good health,2021,61.4
Health status,F,G,Good/very good health,2020,59.1
Health status,F,G,Good/very good health,2019,57.2
Health status,F,G,Good/very good health,2018,56.8
Health status,F,G,Good/very good health,2017,56
Health status,F,G,Good/very good health,2016,55.5
Health status,F,G,Good/very good health,2015,54.6
Health status,F,G,Good/very good health,2014,55.2
Health status,F,G,Good/very good health,2023,56.8
Health status,F,G,Good/very good health,2022,55.9
Health status,F,G,Good/very good health,2021,58
Health status,M,G,Good/very good health,2023,52.3
Health status,M,G,Good/very good health,2022,57.3
Health status,M,G,Good/very good health,2021,56.9
Health status,M,G,Good/very good health,2020,52.8
Health status,M,G,Good/very good health,2019,51.3
Health status,M,G,Good/very good health,2018,51.3
Health status,M,G,Good/very good health,2017,49.6
Health status,M,G,Good/very good health,2016,49.6
Health status,M,G,Good/very good health,2015,49.1
Health status,M,G,Good/very good health,2014,47.7
Health status,F,G,Good/very good health,2022,72.6
Health status,F,G,Good/very good health,2021,72.8
Health status,F,G,Good/very good health,2018,28.1
Health status,F,G,Good/very good health,2017,28.5
Health status,F,G,Good/very good health,2016,27.1
Health status,F,G,Good/very good health,2015,26.9
Health status,F,G,Good/very good health,2014,27.5
Health status,F,G,Good/very good health,2021,46.5
Health status,F,G,Good/very good health,2020,47.3
Health status,F,G,Good/very good health,2019,45.3
Health status,F,G,Good/very good health,2018,44.7
Health status,F,G,Good/very good health,2017,44.3
Health status,F,G,Good/very good health,2016,43.3
Health status,F,G,Good/very good health,2015,41.8
Health status,F,G,Good/very good health,2014,41.9
Health status,F,G,Good/very good health,2023,27.1
Health status,F,G,Good/very good health,2022,25.4
Health status,F,G,Good/very good health,2021,25.7
Health status,F,G,Good/very good health,2020,27.5
Health status,F,G,Good/very good health,2019,28.2
Health status,M,G,Good/very good health,2020,73
Health status,M,G,Good/very good health,2019,75.7
Health status,M,G,Good/very good health,2018,73.7
Health status,M,G,Good/very good health,2017,73.1
Health status,M,G,Good/very good health,2016,72.4
Health status,M,G,Good/very good health,2015,72.3
Health status,M,G,Good/very good health,2014,72.4
Health status,M,G,Good/very good health,2023,39
Health status,M,G,Good/very good health,2022,37
Health status,M,G,Good/very good health,2021,38.9
Health status,M,G,Good/very good health,2020,41.3
